"Luxesierbeslag","Luxesierbeslag-Titel","Sku","_type"
"33.07","P+E Gatdeel deurkruk Erick op ronde rozet 9mm stift rvs geborsteld","PE00118","dict"
"40.21","P+E Deurkruk L-model op ronde rozet 8mm stift rvs geborsteld","PE00099","dict"
"37.40","P+E Deurkruk L-model op ronde rozet 9mm stift rvs geborsteld","PE00101","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"42.23","P+E Deurkruk L-model haaks op ronde rozet 9mm stift rvs geborsteld","PE00109","dict"
"53.95","P+E Deurkruk Sabel op ronde rozet 8mm stift rvs geborsteld","PE00111","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"34.80","Binnenbrievenbus  met borstel en klep   wit","1476541","dict"
"34.80","Binnenbrievenbus  met borstel en klep  grys","1476542","dict"
"193.03","Binnenbrievenbus           roestvaststaal","1476547","dict"
"\9.40","Brievenbusborstel 340x80   wit","1476549","dict"
"\9.40","Brievenbusborstel 340x80 bruin","1476550","dict"
"14.99","Brievenbus met klep      bruin","1476551","dict"
"14.99","Brievenbus met klep        wit","1476552","dict"
"","","","dict"
"\2.88","Proslide geleid.prof.alum 1m 15x15x15x2-","1400014","dict"
"\3.36","Proslide geleid.prof.alum 2m 15x15x15x2-","1400015","dict"
"10.07","Proslide geleid.prof.alum 6m 15x15x15x2-","1400016","dict"
"86.15","Taatsdeurscharnier JNF instelbaar 100kg","1400228","dict"
"20.69","Secu brievenbusklepbeveiliging rvs","1243829","dict"
"28.07","Secumax brievenbusbev. alum.","1243842","dict"
"\1.95","Afdekkapje zwart ste-30","1461976","dict"
"15.08","Paumelle vl roestvaststaal afgeronde hoeken  rechts 89x89mmx2.5 12mm knoop","1169030","dict"
"15.08","Paumelle vl roestvaststaal afgeronde hoeken  links 89x89mmx2.5mm 12mm knoop","1169031","dict"
"\6.93","Interechtsteel Kogellagerechtscharnier afgerond tot 70 kilo roestvaststaal geborechtsteld, 89x89mmx2.5mm","1169070","dict"
"13.14","Kogelinkscharnier vl roestvaststaal afgeronde hoeken  veiligheid 89x89mmx3","1169099","dict"
"51.41","Kantschuif (geheel roestvaststaal ) 25mm/150mm roestvaststaal","1169200","dict"
"56.35","Kantschuif (geheel roestvaststaal ) 25mm/200mm roestvaststaal","1169201","dict"
"62.92","Kantschuif (geheel roestvaststaal ) 25mm/250mm roestvaststaal","1169202","dict"
"80.95","Kantschuif (geheel roestvaststaal ) 25mm/500mm roestvaststaal","1169204","dict"
"106.10","Kantschuif (geheel roestvaststaal ) 25mm/600mm roestvaststaal","1169205","dict"
"\9.89","Schuifdeurkom roestvaststaal Ø50mm geboord","1216761","dict"
"","","","dict"
"53.70","Brievenbus pvc zwart Summus RAL 9006","1325100","dict"
"53.70","Brievenbus pvc grijs Summus RAL 7017","1325101","dict"
"53.70","Brievenbus pvc groen Summus RAL 6010","1325103","dict"
"53.70","Brievenbus pvc zilver Summus RAL 9007","1325102","dict"
"73.94","Briefplaat met valklep, rvs 35375 ovaal","1325188","dict"
"11.39","Schuifdeurkom roestvaststaal 120x40 rechthoekig blind","1325190","dict"
"","","","dict"
"53.62","Kierstandhouder roestvaststaal Bauhaus skg","1325402","dict"
"17.77","Gatdeel Luzern RVS/mat zwart","1325449","dict"
"17.77","Gatdeel Bern   RVS/mat zwart","1325450","dict"
"23.58","Gatdeel Jura   RVS/mat zwart","1325451","dict"
"31.73","Gatdeel Jupiter RVS/mat zwart","1325452","dict"
"23.04","Toiletgarnituur roestvaststaal rond 8mm ","1325470","dict"
"24.15","Toiletgarn.roestvaststaal rond plat verdekt.","1325593","dict"
"28.19","Beldrukker ovaal roestvaststaal.","1325650","dict"
"89.16","Briefplaat met klep/regenrand roestvaststaal.","1325652","dict"
"36.25","Beldrukker rond roestvaststaal.","1325651","dict"
"89.16","Briefplaat ovaal met regenrand roestvaststaal","1325653","dict"
"73.18","Tochtwering rechthoek roestvaststaal.","1325654","dict"
"73.18","Tochtwering ovaal roestvaststaal.","1325655","dict"
"51.58","Intersteel complete schuifdeurset 2 meter Barndoor mat zwart","1325812","dict"
"\3.21","Handgreep zwart geperst 130mm","1325820","dict"
"","","","dict"
"23.74","Sluitvertrager zwart tbv schuifdeursysteem","1325823","dict"
"21.08","Intersteel Schuifdeursysteem – tussenrail 90 cm mat zwart","1325824","dict"
"99.34","Taatsdeurscharnier voor houten deuren tot 75kg met rvs afdekkappen","1328828","dict"
"","","","dict"
"34.28","Deurgreep T-vorm 300x65x20 h.o.h. 200 roestvaststaal","E320000","dict"
"35.45","Deurgreep T-vorm 400x65x20 h.o.h. 300 roestvaststaal","E320002","dict"
"35.88","Deurgreep T-vorm 500x65x20 h.o.h. 300 roestvaststaal","E320004","dict"
"49.23","Deurgreep T-vorm 700x65x20 h.o.h. 500 roestvaststaal","E320006","dict"
"52.57","Deurgreep T-vorm 500x70x25 h.o.h. 300 roestvaststaal","E320010","dict"
"56.43","Deurgreep T-vorm 700x70x25 h.o.h. 500 roestvaststaal","E320012","dict"
"59.40","Deurgreep T-vorm 800x70x25 h.o.h. 600 roestvaststaal","E320014","dict"
"100.64","Deurgreep T-vorm 1200x70x25 h.o.h. 1000 roestvaststaal","E320016","dict"
"75.47","Deurgreep T-vorm 700x82x32 h.o.h. 500 roestvaststaal","E320020","dict"
"60.04","Deurgreep T-schuin 500x85x25 h.o.h. 300 roestvaststaal","E320024","dict"
"77.74","Deurgreep T-schuin 700x85x25 h.o.h. 500 roestvaststaal","E320026","dict"
"69.70","Deurgreep T-schuin 500x90x30 h.o.h. 300 roestvaststaal","E320028","dict"
"21.79","Deurgreep U-vorm 320x65x20 h.o.h. 300 roestvaststaal","E320036","dict"
"32.72","Deurgreep U-vorm 325x70x25 h.o.h. 300 roestvaststaal","E320038","dict"
"37.59","Deurgreep U-vorm 425x70x25 h.o.h. 400 roestvaststaal","E320040","dict"
"43.50","Deurgreep U-vorm 332x80x32 h.o.h. 300 roestvaststaal","E320042","dict"
"57.12","Deurgreep U-vorm 432x80x32 h.o.h. 400 roestvaststaal","E320044","dict"
"74.89","Deurgreep U-vorm 632x80x32 h.o.h. 600 roestvaststaal","E320046","dict"
"27.85","Deurgreep recht-90° 320x65x20 h.o.h. 300 roestvaststaal","E320048","dict"
"24.89","Deurgreep recht-90° 325x70x25 h.o.h. 300 roestvaststaal","E320050","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"\9.61","Intersteel Rozet profielcilindergat rond nokken roestvaststaal geborsteld 53mm","IN01173","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"18.38","Intersteel Schuifdeursysteem – tussenrail 45 cm mat zwart","IN02293","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"\1.82","Sluitplaat rvs afgerond kast","IN02407","dict"
"\2.64","Sluitplaat rvs afger.loop korte lip-","IN02406","dict"
"\4.11","Sluitpl.rvs afg.,centr.m/pal,verl.lip,DIN LS","IN02409","dict"
"\4.11","Sluitpl.rvs afg.,centr.m/pal,verl.lip,DIN RS","IN02408","dict"
"17.93","Intersteel magneet woningbouw loopslot met roestvaststaal voorplaat 20X175 mm, inclusief sluitkom","IN02416","dict"
"17.93","Intersteel magneet klavier woningbouw dag- en nachtslot met roestvaststaal voorplaat 20X175 mm, inclusief sluitkom","IN02417","dict"
"17.93","Intersteel magneet cilinder woningbouw dag- en nachtslot PC55 met roestvaststaal voorplaat 20X175 mm, inclusief sluitkom","IN02418","dict"
"17.93","Intersteel magneet woningbouw badkamer/toilet slot 63/8mm met roestvaststaal voorplaat 20X175 mm, inclusief sluitkom","IN02419","dict"
"17.93","Intersteel magneet woningbouw loopslot met zwarte voorplaat 20X175 mm, inclusief sluitkom","IN02420","dict"
"20.05","Intersteel magneet klavier woningbouw dag- en nachtslot met zwarte voorplaat 20X175 mm, inclusief sluitkom","IN02421","dict"
"20.05","Intersteel magneet cilinder woningbouw dag- en nachtslot PC55 met zwarte voorplaat 20X175 mm, inclusief sluitkom","IN02422","dict"
"20.04","Intersteel magneet woningbouw badkamer/toilet slot 63/8mm met zwarte voorplaat 20X175 mm, inclusief sluitkom","IN02423","dict"
"\2.09","Sluitplaat rvs afger.loopslot woningbouwslot","IN02424","dict"
"\2.09","Sluitplaat rvs rechth.loopslot woningbouwslot","IN02425","dict"
"\2.84","Sluitplaat rvs afger.D&N-slot woningbouwslot","IN02426","dict"
"\2.84","Sluitplaat rvs rechth.D&N-slot woningbouwslot","IN02427","dict"
"\2.02","Sluitplaat rvs afger.kastslot woningbouwslot","IN02428","dict"
"\2.02","Sluitplaat rvs rechth.kastslot woningbouwslot","IN02429","dict"
"","","","dict"
"11.91","Kogellagerscharnier 76x76x2,5 zwart","IN02482","dict"
"11.91","Kogellagerscharnier ronde hoeken 76x76x76x2,5mm zwart","IN02483","dict"
"32.65","Onzichtbaar, 3D verstelbaar scharnier130x30,3D,verz.-vernik.30min.","IN02484","dict"
"38.26","Onzichtbaar, 3D verstelbaar scharnier130x30,3D,grijs gelakt 30min.","IN02485","dict"
"","","","dict"
"23.87","Onzichtbaar, 3D verstelbaar scharnier130x30,3D,verz.-vernik.fiberg","IN02487","dict"
"53.40","Onzichtbaar, 3D verstelbaar scharnier160x32,3D,vernikkeld 60min.","IN02490","dict"
"18.21","Gatdeel Jura recht hoek 90 19mm rvs zwart","IN02517","dict"
"45.58","Deurkruk gatdeel Bau-stil mat zwart","in02542","dict"
"18.22","Deurkruk gatdeel Jura mat zwart","in02545","dict"
"\4.48","Sleutelgat plaatje vierkant 55x55x10mm met nokken wit","IN02577","dict"
"\4.48","Profielcilinder plaatje vierkant 55x55x10mm met nokken wit","IN02578","dict"
"\4.65","Sleutelgat plaatje rond ø52x10mm met nokken wit","IN02580","dict"
"\4.65","Profielcilinder plaatje rond ø52x10mm met nokken wit","IN02581","dict"
"17.36","WC-sluiting 6mm rond ø53x8mm staal met 7mm no","IN02583","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"24.90","Olivari rozet vierkant met profielcilindergat chroom","OL00134","dict"
"27.85","Olivari rozet vierkant met profielcilindergat chroom mat","OL00135","dict"
"29.68","Olivari rozet vierkant met profielcilindergat messing titaan PVD","OL00136","dict"
"30.03","Olivari rozet vierkant met profielcilindergat mat titaan PVD","OL00137","dict"
"30.03","Olivari rozet vierkant met profielcilindergat nikkel mat titaan PVD","OL00139","dict"
"29.68","Olivari rozet vierkant met profielcilindergat nikkel titaan PVD","OL00138","dict"
"30.03","Olivari rozet vierkant met profielcilindergat inox mat titaan PVD","OL00140","dict"
"31.93","Olivari rozet vierkant met profielcilindergat antraciet mat titaan PVD","OL00141","dict"
"33.00","Olivari rozet vierkant met profielcilindergat koper mat titaan PVD","OL00142","dict"
"15.03","Olivari rozet rond met profielcilindergat chroom","OL00154","dict"
"18.05","Olivari rozet rond met profielcilindergat chroom mat","OL00155","dict"
"19.80","Olivari rozet rond met profielcilindergat messing titaan PVD","OL00156","dict"
"33.00","Olivari rozet vierkant met profielcilindergat brons mat titaan PVD","OL00143","dict"
"20.22","Olivari rozet rond met profielcilindergat mat titaan PVD","OL00157","dict"
"19.80","Olivari rozet rond met profielcilindergat nikkel titaan PVD","OL00158","dict"
"20.22","Olivari rozet rond met profielcilindergat nikkel mat titaan PVD","OL00159","dict"
"20.22","Olivari rozet rond met profielcilindergat inox mat titaan PVD","OL00160","dict"
"22.11","Olivari rozet rond met profielcilindergat antraciet mat titaan PVD","OL00161","dict"
"23.16","Olivari rozet rond met profielcilindergat koper mat titaan PVD","OL00162","dict"
"23.16","Olivari rozet rond met profielcilindergat brons mat titaan PVD","OL00163","dict"
"\5.71","Cilinderrozet roestvaststaal rond ","1325461","dict"
"","","","dict"
"\5.71","Afdekrozet roestvaststaal rond ","1325467","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"52.76","Intersteel Deurkruk Rond op schild toilet-/badkamersluiting 8x72 mm rvs geborsteld, EN1906-klasse 4, type 1295","1325588","dict"
"","","","dict"
"","","","dict"
"\7.31","Cilinderrozet roestvaststaal rond plat verdekt.","1325591","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"53.84","Intersteel Deurkruk Hoek 90° op rechthoekig schild toilet-/badkamersluiting 8x63 mm rechts rvs geborsteld","1325602","dict"
"","","","dict"
"","","","dict"
"53.84","Intersteel Deurkruk Hoek 90° op rechthoekig schild toilet-/badkamersluiting 8x72 mm links rvs geborsteld, EN1906-klasse 4, type 1297","1325607","dict"
"","","","dict"
"271.69","Veiligheidsgarnituur SKG*** met knop  PC72 roestvaststaal.","1325631","dict"
"271.69","Veiligheidsgarnituur SKG*** met knop  PC92 roestvaststaal.","1325632","dict"
"","","","dict"
"","","","dict"
"220.45","Veiligheidsgarnituur SKG***  greep/kruk pc72 roestvaststaal.","1325637","dict"
"","","","dict"
"","","","dict"
"190.70","Veiligheidsgarnituur SKG***  greep/kruk blind/pc92 roestvaststaal.","1325641","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"75.44","Deurgrepen T-vorm 300x65x20 h.o.h. 200 roestvaststaal","E320001","dict"
"79.51","Deurgrepen T-vorm 400x65x20 h.o.h. 300 roestvaststaal","E320003","dict"
"80.61","Deurgrepen T-vorm 500x65x20 h.o.h. 300 roestvaststaal","E320005","dict"
"98.40","Deurgrepen T-vorm 700x65x20 h.o.h. 500 roestvaststaal","E320007","dict"
"134.16","Deurgrepen T-vorm 1200x65x20 h.o.h. 1000 roestvaststaal","E320009","dict"
"102.15","Deurgrepen T-vorm 500x70x25 h.o.h. 300 roestvaststaal","E320011","dict"
"105.66","Deurgrepen T-vorm 700x70x25 h.o.h. 500 roestvaststaal","E320013","dict"
"110.68","Deurgrepen T-vorm 800x70x25 h.o.h. 600 roestvaststaal","E320015","dict"
"183.05","Deurgrepen T-vorm 1200x70x25 h.o.h. 1000 roestvaststaal","E320017","dict"
"125.04","Deurgrepen T-vorm 700x82x32 h.o.h. 500 roestvaststaal","E320021","dict"
"120.12","Deurgrepen T-schuin 500x85x25 h.o.h. 300 roestvaststaal","E320025","dict"
"141.45","Deurgrepen T-schuin 700x85x25 h.o.h. 500 roestvaststaal","E320027","dict"
"126.87","Deurgrepen T-schuin 500x90x30 h.o.h. 300 roestvaststaal","E320029","dict"
"133.11","Deurgrepen T-schuin 700x90x30 h.o.h. 500 roestvaststaal","E320031","dict"
"176.81","Deurgrepen T-schuin 1200x90x30 h.o.h. 1000 roestvaststaal","E320033","dict"
"56.01","Deurgrepen U-vorm 220x65x20 h.o.h. 200 roestvaststaal","E320035","dict"
"53.55","Deurgrepen U-vorm 320x65x20 h.o.h. 300 roestvaststaal","E320037","dict"
"75.69","Deurgrepen U-vorm 325x70x25 h.o.h. 300 roestvaststaal","E320039","dict"
"86.03","Deurgrepen U-vorm 425x70x25 h.o.h. 400 roestvaststaal","E320041","dict"
"98.32","Deurgrepen U-vorm 332x80x32 h.o.h. 300 roestvaststaal","E320043","dict"
"116.56","Deurgrepen U-vorm 432x80x32 h.o.h. 400 roestvaststaal","E320045","dict"
"124.81","Deurgrepen U-vorm 632x80x32 h.o.h. 600 roestvaststaal","E320047","dict"
"61.18","Deurgrepen recht-90° 320x65x20 h.o.h. 300 roestvaststaal","E320049","dict"
"55.03","Deurgrepen recht-90° 325x70x25 h.o.h. 300 roestvaststaal","E320051","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"33.93","Deurkruk Agatha op ronde rozet 53x8mm zwart","IN02455","dict"
"","","","dict"
"","","","dict"
"171.76","Vh-schild PC72mm KTB mat zwart rechthoekig","IN02551","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"144.56","Olivari deurkruk Lotus Q op rozet chroom","OL00012","dict"
"162.01","Olivari deurkruk Lotus Q op rozet chroom mat","OL00013","dict"
"175.58","Olivari deurkruk Lotus Q op rozet nikkel titaan PVD","OL00014","dict"
"184.38","Olivari deurkruk Lotus Q op rozet nikkel mat titaan PVD","OL00015","dict"
"184.38","Olivari deurkruk Lotus Q op rozet rvs mat titaan PVD","OL00016","dict"
"199.04","Olivari deurkruk Lotus Q op rozet antraciet mat titaan PVD","OL00017","dict"
"206.70","Olivari deurkruk Lotus Q op rozet koper mat titaan PVD","OL00018","dict"
"206.70","Olivari deurkruk Lotus Q op rozet brons mat titaan PVD","OL00019","dict"
"144.66","Olivari deurkruk Planet Q op rozet chroom","OL00020","dict"
"162.12","Olivari deurkruk Planet Q op rozet chroom mat","OL00021","dict"
"175.67","Olivari deurkruk Planet Q op rozet nikkel titaan PVD","OL00022","dict"
"184.54","Olivari deurkruk Planet Q op rozet nikkel mat titaan PVD","OL00023","dict"
"184.54","Olivari deurkruk Planet Q op rozet rvs mat titaan PVD","OL00024","dict"
"199.15","Olivari deurkruk Planet Q op rozet antraciet mat titaan PVD","OL00025","dict"
"206.86","Olivari deurkruk Planet Q op rozet koper mat titaan PVD","OL00026","dict"
"206.86","Olivari deurkruk Planet Q op rozet brons mat titaan PVD","OL00027","dict"
"334.34","Olivari deurkruk Total chroom mat","OL00029","dict"
"356.76","Olivari deurkruk Total rvs mat titaan PVD","OL00030","dict"
"290.69","Olivari deurkruk Total chroom","OL00028","dict"
"371.39","Olivari deurkruk Total antraciet mat titaan PVD","OL00031","dict"
"379.08","Olivari deurkruk Total koper mat titaan PVD","OL00032","dict"
"379.08","Olivari deurkruk Total brons mat titaan PVD","OL00033","dict"
"155.00","Olivari deurkruk Trend op rozet chroom","OL00034","dict"
"172.42","Olivari deurkruk Trend op rozet chroom mat","OL00035","dict"
"194.85","Olivari deurkruk Trend op rozet rvs mat titaan PVD","OL00036","dict"
"209.46","Olivari deurkruk Trend op rozet antraciet titaan PVD","OL00037","dict"
"217.16","Olivari deurkruk Trend op rozet koper mat titaan PVD","OL00038","dict"
"190.84","Olivari deurkruk Euclide Q op rozet chroom","OL00039","dict"
"208.30","Olivari deurkruk Euclide Q op rozet chroom mat","OL00040","dict"
"221.87","Olivari deurkruk Euclide Q op rozet nikkel titaan PVD","OL00041","dict"
"245.34","Olivari deurkruk Euclide Q op rozet antraciet mat titaan PVD","OL00042","dict"
"253.01","Olivari deurkruk Euclide Q op rozet koper mat titaan PVD","OL00043","dict"
"253.01","Olivari deurkruk Euclide Q op rozet brons mat titaan PVD","OL00044","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"18.66","WC-sluiting 8mm vierkant 55x55x10mm met nokken wit","IN02579","dict"
"18.66","WC-sluiting 8mm rond ø52x10mm met nokken wit","IN02582","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
"","","","dict"
